lease_id,status,landlord,tenant,site,state,announce_date,it_mw,it_mw_evidence,gross_mw,gross_mw_evidence,term_years,term_evidence,contract_value_musd,contract_value_evidence,avg_annual_revenue_musd,annual_revenue_evidence,power_paid_by,power_evidence,fitout_paid_by,fitout_evidence,credit_support,credit_support_evidence,rfs_date,rfs_evidence,doc_id,url,notes,reason_code,deal_key,site_evidence,state_evidence,mw_unstated,mw_unstated_evidence,signed_date,signed_evidence,n_leases,credit_type,first_rfs,first_rfs_evidence
P011,EXCLUDED,Cipher Mining Inc.,Fluidstack,Barber Lake,TX,2025-11-20,39.0,The A&R Fluidstack Lease entitles Fluidstack to an additional 39 MW of critical IT load in a second phase of development (“Phase II”),,,10.0,"Fluidstack’s obligations to pay rent under the A&R Fluidstack Lease begin on the commencement date of operations for the applicable phase, and will continue for a 10-year term from commencement date of operations for Phase I",,,,,,,,,Google backstop (amended),"Under the terms of the A&R Recognition Agreement, Cipher Barber Lake, Fluidstack and Google have agreed to make adjustments to the rights and obligations of the parties as compared to the Original Recognition Agreement in light of the A&R Fluidstack Lease including increasing the termination fee payable by Google under certain circumstances after the completion and delivery of Phase I",2026-09 Phase I (expected),The Company continues to expect to complete phase I of the development and construction of the Barber Lake Facility (“Phase I”) and to deliver Phase I to Fluidstack by September 2026,L000095010325015073_dp237633_8k,https://www.sec.gov/Archives/edgar/data/1819989/000095010325015073/dp237633_8k.htm,"REVIEWED: Amendment adds Phase II (39 MW IT). it_mw was 168 (original lease). Total after amendment is 207 MW. Term runs 10 years from Phase I start, so Phase II term is shorter. | Changes: it_mw 168->39 | Filled from candidates: site, state, credit_support, rfs_date | reduce_panel: REVIEWED -> NO_TERMS | decision: NO_TERMS -> EXCLUDED (duplicate): duplicate of P012",duplicate,CIFR-FLUIDSTACK-BARBER-P2,,,,,,,,,,
P012,REVIEWED,Cipher Mining Inc.,Fluidstack,Barber Lake,TX,2025-11-20,39.0,"Under the agreement, Cipher will deliver an additional 39 MW of critical IT load, supported by a maximum of 56 MW of additional gross capacity, at its Barber Lake site in Colorado City, Texas",56.0,"Under the agreement, Cipher will deliver an additional 39 MW of critical IT load, supported by a maximum of 56 MW of additional gross capacity, at its Barber Lake site in Colorado City, Texas",10.0,The agreement represents approximately $830 million in contracted revenue over the initial 10-year term and includes two five-year extension options,830.0,The agreement represents approximately $830 million in contracted revenue over the initial 10-year term and includes two five-year extension options,,,,,,,Google,"In addition, Google will backstop an additional $333 million of Fluidstack’s lease obligations to support project-related debt",2027-01 (expected),Expected Delivery of Additional 39 MW of Critical IT Load at Barber Lake by January 2027,L000095010325015073_dp237633_ex9901,https://www.sec.gov/Archives/edgar/data/1819989/000095010325015073/dp237633_ex9901.htm,"REVIEWED: Phase II expansion. Options could raise this tranche to ~$2.0B. | Changes: gross_mw filled 56 | Filled from candidates: site, state, credit_support, rfs_date | reduce_panel: REVIEWED -> REVIEWED | decision: REVIEWED -> REVIEWED: Expansion of Barber Lake lease (Phase II).",,CIFR-FLUIDSTACK-BARBER-P2,Expected Delivery of Additional 39 MW of Critical IT Load at Barber Lake by January 2027,"Under the agreement, Cipher will deliver an additional 39 MW of critical IT load, supported by a maximum of 56 MW of additional gross capacity, at its Barber Lake site in Colorado City, Texas",,,,,1,third_party_backstop,2027-01,Expected Delivery of Additional 39 MW of Critical IT Load at Barber Lake by January 2027
P013,REVIEWED,Cipher Mining Inc.,Amazon Data Services (AWS),Black Pearl,,2025-11-03,216.0,"Development Cost / IT MW (4) ~$ 5.5 Bn Contracted Lease Payments October 2026 Targeted Initial Rent Commencement Date (3) ~100% • Developing Black Pearl (300 Gross MW / 216 MW Critical IT Load), leased to Amazon Data Services, Inc",300.0,"Development Cost / IT MW (4) ~$ 5.5 Bn Contracted Lease Payments October 2026 Targeted Initial Rent Commencement Date (3) ~100% • Developing Black Pearl (300 Gross MW / 216 MW Critical IT Load), leased to Amazon Data Services, Inc",15.0,"(Tenant Guarantor: Amazon.com, Inc.) • Terms: • MW IT Load: 216 MW • Tenor: 15 - year lease with three 5 - year tenant extension options • Triple Net Lease: Tenant pays 100% of recoverable operating expenses, taxes, insurance premiums, and any non - recurring costs related to tenant - driven change orders • Tenant Termination Rights: Casualty, condemnation, material interference, landlord sale to a restricted entity, 120 - day delay in delivery with 30 - day cure period or a violation of the anti - bribery provisions – Tenant also reserves the right to terminate with a prolonged grid power outage exceeding 180 consecutive days (excluding tena nt fault), with termination right extinguished upon full restoration prior to exercising termination notice • Premises: • Phase 1: Three data halls, one network hall, and O&M building on 137,000 sq. ft already constructed premises, to be retrofitt ed • Phase 2: One newly constructed data hall and network hall 2 • Tenant Guaranty: • Amazon.com, Inc. unconditionally guarantees an amount equal to all base rent and operating expenses due by the tenant as requ ire d by the lease • Construction Spend Cap: • Tenant responsible for all construction costs above the Capex Allowance of $9.5MM/IT MW, inclusive of initial capex basis",5500.0,"Development Cost / IT MW (4) ~$ 5.5 Bn Contracted Lease Payments October 2026 Targeted Initial Rent Commencement Date (3) ~100% • Developing Black Pearl (300 Gross MW / 216 MW Critical IT Load), leased to Amazon Data Services, Inc",,,,,,,"Amazon.com, Inc.","Amazon parent providing guarantee in an amount equal to rent and opex for the life of the lease Unique Strategic Partnership Between Cipher and AWS Scales HPC Strategy Marks the second HPC lease for Cipher after its ~$3.8Bn lease with Fluidstack/Google at Barber Lake, advancing its HPC strategy by leasing directly to a hyperscaler. . . . . . 7 Strong Contractual Economics and Free Cash Flow Profile Cash Flows Backed by Amazon Credit • Parties • Landlord: Cipher Black Pearl LLC (Landlord Guarantor: Cipher Mining Inc.) • Tenant: Amazon Data Services, Inc",2026-10 initial rent (target),"Development Cost / IT MW (4) ~$ 5.5 Bn Contracted Lease Payments October 2026 Targeted Initial Rent Commencement Date (3) ~100% • Developing Black Pearl (300 Gross MW / 216 MW Critical IT Load), leased to Amazon Data Services, Inc",L000095010326001480_dp240991_ex9901,https://www.sec.gov/Archives/edgar/data/1819989/000095010326001480/dp240991_ex9901.htm,"REVIEWED: Notes-offering deck for the Black Pearl lease. avg_annual_revenue 691000 was a wrong extraction; cleared. Triple-net lease. Three 5-year options. | Changes: avg_annual_revenue_musd 691000 cleared; tenant AWS->Amazon Data Services (AWS) | Filled from candidates: site, credit_support, rfs_date | reduce_panel: REVIEWED -> REVIEWED | decision: REVIEWED -> REVIEWED: Most complete document of the event; announce_date = earliest filing in the group (P283).",,CIFR-AWS-BLACKPEARL,Rent under the Amazon Lease will commence in phases that coincide with rack - ready completion of designated construction phases of the Black Pearl Facility,,,,,,1,parent_guarantee,2026-10,"Development Cost / IT MW (4) ~$ 5.5 Bn Contracted Lease Payments October 2026 Targeted Initial Rent Commencement Date (3) ~100% • Developing Black Pearl (300 Gross MW / 216 MW Critical IT Load), leased to Amazon Data Services, Inc"
P014,REVIEWED,Cipher Digital Inc.,Amazon Data Services (AWS),Stingray,TX,2026-06-08,70.0,"(“AWS”) for 100 Gross MW / 70 IT MW at it s Stingray site (1) (2) • Purpose - built HPC data center located in Andrews, TX with 70 MW of Critical IT load under contract, with initial rent targeted t o start on April 1 st , 2027 • 10 IT MW Network Hall Target Rent Commencement Date of April 1, 2027; 60 IT MW Data Hall Target Rent Commencement Date of May 1, 2027 Tenant Parent Stingray Compute LLC Issuer Cipher Stingray LLC Developer Lease Agreement Financing AWS - Backed Data Center at Stingray Cipher Stingray Overview Financing Summary & Credit Support Transaction Structure Notes: (1) First lease with Amazon Data Services was for 300 gross MW at Black Pearl site (2) Design efficiency may improve, which can result in a greater IT Capacity",100.0,"(“AWS”) for 100 Gross MW / 70 IT MW at it s Stingray site (1) (2) • Purpose - built HPC data center located in Andrews, TX with 70 MW of Critical IT load under contract, with initial rent targeted t o start on April 1 st , 2027 • 10 IT MW Network Hall Target Rent Commencement Date of April 1, 2027; 60 IT MW Data Hall Target Rent Commencement Date of May 1, 2027 Tenant Parent Stingray Compute LLC Issuer Cipher Stingray LLC Developer Lease Agreement Financing AWS - Backed Data Center at Stingray Cipher Stingray Overview Financing Summary & Credit Support Transaction Structure Notes: (1) First lease with Amazon Data Services was for 300 gross MW at Black Pearl site (2) Design efficiency may improve, which can result in a greater IT Capacity",15.0,"Has a $2.2 Trillion market capitalization with >$743Bn LTM net sales as of Q1’2026 (1) Stingray Overview 207 Transaction Overview: ~$2.0Bn of Contracted Revenue with Long - Term AWS Lease 70 MW Critical IT Load Under Contract 15 + Three 5 - Year Tenant Extension Options ~ $ 2.0 - $ 5.7 Bn Contracted Lease Payments ~100 % NOI Margin 3.0 % Annual Rent Escalator April 2027 Targeted Initial Rent Commencement Date Triple Net De Minimis Operating Expenses for Cipher (3) $ 10.5 MM Development Cost / IT MW Years Base Lease Term (2) (3) (“NNN”). . . . . . x Capital Structure: ~$810MM secured debt issued by Stingray Compute, a wholly - owned indirect subsidiary of Cipher Digital x Use of Proceeds: Fund the construction of the 70 IT MW HPC data center at Stingray through completion, fund debt services reserves and interest during construction, reimburse Cipher Digital for capital expenditures, and pay related fees and expenses x Derisked Construction with Cost Cap : Amazon agrees to cover any construction cost overruns above $10.5MM/IT MW x Parent Completion Guaranty: Supports full project funding and delivery x Tenant Lease Guarantee : Amazon.com, Inc",2000.0,"Has a $2.2 Trillion market capitalization with >$743Bn LTM net sales as of Q1’2026 (1) Stingray Overview 207 Transaction Overview: ~$2.0Bn of Contracted Revenue with Long - Term AWS Lease 70 MW Critical IT Load Under Contract 15 + Three 5 - Year Tenant Extension Options ~ $ 2.0 - $ 5.7 Bn Contracted Lease Payments ~100 % NOI Margin 3.0 % Annual Rent Escalator April 2027 Targeted Initial Rent Commencement Date Triple Net De Minimis Operating Expenses for Cipher (3) $ 10.5 MM Development Cost / IT MW Years Base Lease Term (2) (3) (“NNN”). . . . . . x Capital Structure: ~$810MM secured debt issued by Stingray Compute, a wholly - owned indirect subsidiary of Cipher Digital x Use of Proceeds: Fund the construction of the 70 IT MW HPC data center at Stingray through completion, fund debt services reserves and interest during construction, reimburse Cipher Digital for capital expenditures, and pay related fees and expenses x Derisked Construction with Cost Cap : Amazon agrees to cover any construction cost overruns above $10.5MM/IT MW x Parent Completion Guaranty: Supports full project funding and delivery x Tenant Lease Guarantee : Amazon.com, Inc",,,,,,,"Amazon.com, Inc.","(public parent) fully guarantees all base rent and operating expenses x Contracted Revenue Base : 100% pre - leased capacity to Amazon Data Services, with no ability to terminate for convenience after commencement x Predictable Deleveraging: Lease payments will be used for mandatory amortization 4 • Cipher Digital has executed a second data center lease with Amazon Data Services, Inc",2027-04-01 initial rent (target),"(“AWS”) for 100 Gross MW / 70 IT MW at it s Stingray site (1) (2) • Purpose - built HPC data center located in Andrews, TX with 70 MW of Critical IT load under contract, with initial rent targeted t o start on April 1 st , 2027 • 10 IT MW Network Hall Target Rent Commencement Date of April 1, 2027; 60 IT MW Data Hall Target Rent Commencement Date of May 1, 2027 Tenant Parent Stingray Compute LLC Issuer Cipher Stingray LLC Developer Lease Agreement Financing AWS - Backed Data Center at Stingray Cipher Stingray Overview Financing Summary & Credit Support Transaction Structure Notes: (1) First lease with Amazon Data Services was for 300 gross MW at Black Pearl site (2) Design efficiency may improve, which can result in a greater IT Capacity",L000095010326008635_dp248110_ex9901,https://www.sec.gov/Archives/edgar/data/1819989/000095010326008635/dp248110_ex9901.htm,"REVIEWED: Tenant was Fluidstack (wrong). term was 3 (wrong). avg_annual_revenue 5700 was an Amazon company figure; cleared. | Changes: gross_mw filled 100; term_years 3->15; avg_annual_revenue_musd 5700 cleared; tenant Fluidstack->Amazon Data Services (AWS) | Filled from candidates: site, state, credit_support, rfs_date | reduce_panel: REVIEWED -> REVIEWED | decision: REVIEWED -> REVIEWED",,CIFR-AWS-2,"(“AWS”) for 100 Gross MW / 70 IT MW at it s Stingray site (1) (2) • Purpose - built HPC data center located in Andrews, TX with 70 MW of Critical IT load under contract, with initial rent targeted t o start on April 1 st , 2027 • 10 IT MW Network Hall Target Rent Commencement Date of April 1, 2027; 60 IT MW Data Hall Target Rent Commencement Date of May 1, 2027 Tenant Parent Stingray Compute LLC Issuer Cipher Stingray LLC Developer Lease Agreement Financing AWS - Backed Data Center at Stingray Cipher Stingray Overview Financing Summary & Credit Support Transaction Structure Notes: (1) First lease with Amazon Data Services was for 300 gross MW at Black Pearl site (2) Design efficiency may improve, which can result in a greater IT Capacity","(“AWS”) for 100 Gross MW / 70 IT MW at it s Stingray site (1) (2) • Purpose - built HPC data center located in Andrews, TX with 70 MW of Critical IT load under contract, with initial rent targeted t o start on April 1 st , 2027 • 10 IT MW Network Hall Target Rent Commencement Date of April 1, 2027; 60 IT MW Data Hall Target Rent Commencement Date of May 1, 2027 Tenant Parent Stingray Compute LLC Issuer Cipher Stingray LLC Developer Lease Agreement Financing AWS - Backed Data Center at Stingray Cipher Stingray Overview Financing Summary & Credit Support Transaction Structure Notes: (1) First lease with Amazon Data Services was for 300 gross MW at Black Pearl site (2) Design efficiency may improve, which can result in a greater IT Capacity",,,,,1,parent_guarantee,2027-04,"(“AWS”) for 100 Gross MW / 70 IT MW at it s Stingray site (1) (2) • Purpose - built HPC data center located in Andrews, TX with 70 MW of Critical IT load under contract, with initial rent targeted t o start on April 1 st , 2027 • 10 IT MW Network Hall Target Rent Commencement Date of April 1, 2027; 60 IT MW Data Hall Target Rent Commencement Date of May 1, 2027 Tenant Parent Stingray Compute LLC Issuer Cipher Stingray LLC Developer Lease Agreement Financing AWS - Backed Data Center at Stingray Cipher Stingray Overview Financing Summary & Credit Support Transaction Structure Notes: (1) First lease with Amazon Data Services was for 300 gross MW at Black Pearl site (2) Design efficiency may improve, which can result in a greater IT Capacity"
P015,EXCLUDED,ICICI BANK LTD,Oracle,,,2026-09-22,,,,,5.0,Due within 1 year Due between 1 to 5 year Due between 5 to 15 years Due in more than 15 years,2900.0,"At year-end fiscal 2026, the total assets of ICICI Bank UK PLC were U.S.$ 2.9 billion",,,,Banks may also invest in security receipts or pass-through certificates issued by an asset reconstruction company or trusts set up by it to acquire the financial assets,,"Our commercial banking operations for retail customers consist of retail lending and deposits, and fee-based products and services like credit, debit and prepaid cards and depositary share accounts",,It requires that a public company must be formed by seven (7) or more persons and can be either - (a) a company limited by shares; or (b) a company limited by guarantee; or (c) an unlimited company,,The fiscal year of the Company commences on April 1 and ends on March 31 of each year,L000095010326014340_dp253614_6k,https://www.sec.gov/Archives/edgar/data/1103838/000095010326014340/dp253614_6k.htm,REJECTED: ICICI Bank filing. No data-center lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P016,EXCLUDED,TERAWULF INC.,,,,2024-10-03,16.0,"Additionally, the Company is constructing a 20 MW colocation building, CB-1, at Lake Mariner, engineered to handle a critical IT load of 16 MW with advanced liquid cooling and Tier 3 redundancy features",50.0,"The next building, CB-2, has a planned gross capacity of 50 MW and is targeted for completion in Q2 2025",,,92.0,"Total Consideration of Approximately $92 Million, Resulting In a 3.4x Return on Investment 1 . 2 MW AI/HPC Proof-of-Concept Project Nearing Completion; Targeting operations for 20 MW CB-1. in Q1 2025 and 50 MW CB-2 in Q2 2025",,,,,,,,,,,L000095014224002511_eh240539927_ex9901,https://www.sec.gov/Archives/edgar/data/1083301/000095014224002511/eh240539927_ex9901.htm,"REJECTED: TeraWulf CB-1 build (20 MW, 16 MW IT). No tenant or lease signed in this document. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease)",not_a_lease,,,,,,,,,,,
P017,EXCLUDED,TERAWULF INC.,Core42,Lake Mariner,NY,2024-12-23,,,70.0,"Under the Lease Agreements, TeraWulf will deliver over 70 megawatts (“MW”) of turn-key data center infrastructure to host Core42’s deployment at the Lake Mariner facility in Upstate New York",,,,,,,,,,,,,,,L000095014224002980_eh240568556_8k,https://www.sec.gov/Archives/edgar/data/1083301/000095014224002980/eh240568556_8k.htm,"CONFIRM: Core42 lease 8-K. Document says ""over 70 MW"" with no IT/gross basis (P018 says 72.5 MW gross / 60 MW IT). it_mw 135 was the expansion option (gross); cleared. term 5 was the renewal option length; initial term not stated here; cleared. | Changes: it_mw 135 cleared; gross_mw filled 70; term_years 5 cleared; tenant (empty)->Core42 | Filled from candidates: site, state | reduce_panel: REQUIRES HUMAN CONFIRMATION -> CONFIRM (unclassified) | decision: CONFIRM -> EXCLUDED (duplicate): duplicate of P018",duplicate,WULF-CORE42,,,,,,,,,,
P018,NO_TERMS,TERAWULF INC.,Core42,Lake Mariner,NY,2024-12-26,60.0,"Key highlights include a 10-year initial term with two five-year extensions, 60 megawatts of critical IT load, which is equivalent to 72.5 megawatts gross, assuming an approximate PUE of 1.25",72.5,"Key highlights include a 10-year initial term with two five-year extensions, 60 megawatts of critical IT load, which is equivalent to 72.5 megawatts gross, assuming an approximate PUE of 1.25",10.0,"Key highlights include a 10-year initial term with two five-year extensions, 60 megawatts of critical IT load, which is equivalent to 72.5 megawatts gross, assuming an approximate PUE of 1.25",,,,,,,,,G42,"The data center lease with Core42 is backed by a parent guarantee from G42, further strengthening our financing strategy",,,L000095014224002999_eh240572111_ex9901,https://www.sec.gov/Archives/edgar/data/1083301/000095014224002999/eh240572111_ex9901.htm,"REVIEWED: Tenant was NVIDIA (wrong). avg_annual_revenue 1.5 was revenue per MW, not annual revenue; cleared. Option: +135 MW gross / 108 MW IT. | Changes: avg_annual_revenue_musd 1.5 cleared; tenant NVIDIA->Core42 | Filled from candidates: site, state, credit_support | reduce_panel: REVIEWED -> NO_TERMS | decision: NO_TERMS -> NO_TERMS",,WULF-CORE42,"I think, importantly, and we've talked about this before, the people who operate the Lake Mariner data center facilities are many of the same individuals who worked at the site when it was a 700 megawatt coal plant","Under the terms of the deal, TeraWulf will deliver 72.5 megawatts of gross capacity, equivalent to 60 megawatts of critical IT capacity, of state-of-the-art data center infrastructure at our flagship Lake Mariner facility in New York",,,,,1,parent_guarantee,,
P019,EXCLUDED,"Easterly Government Properties, Inc.",,,,2024-04-30,,,,,20.0,"• Announced the Company had been awarded a 20-year non-cancelable lease to develop a 50,777 rentable square foot Federal courthouse in Flagstaff, Arizona (“JUD - Flagstaff”)",1400.0,"As of March 31, 2024, the Company had total indebtedness of approximately $1.4 billion comprised of $144,500 million outstanding on its revolving credit facility, $100.0 million outstanding on its 2016 term loan facility, $200.0 million outstanding on its 2018 term loan facility, $700.0 million of senior unsecured notes, and $219.5 million of mortgage debt (excluding unamortized premiums and disco",,,,,,"Prepaid expenses and other assets . . . 47,494 . . . . 37,405",,"• Received an investment grade issuer credit rating from Kroll Bond Rating Agency, LLC of BBB with Stable Outlook",,General Services Administration (GSA) is expected to commence for the beneficial use of the U.S,L000095017024050189_dea-ex99_1,https://www.sec.gov/Archives/edgar/data/1622194/000095017024050189/dea-ex99_1.htm,REJECTED: Easterly government office leases. Not a data-center lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P020,EXCLUDED,"Easterly Government Properties, Inc.",,,,2024-07-31,,,,,9.0,"• Entered into a master note purchase agreement to issue an aggregate $200.0 million of 6.56% (ICUR9 + 210 basis point spread) 9-year fixed rate, senior unsecured notes in two tranches and issued $150.0 million of such senior notes with a maturity date of May 29, 2033",300.0,"• Executed a new $400.0 million senior unsecured revolving credit facility (the “Revolver”), which includes an accordion feature that allows the Company to request additional lender commitments of up to $300.0 million, for a total Revolver capacity of up to $700.0 million",,,,,,"Prepaid expenses and other assets . . . 49,717 . . . . 37,405",,"The Company, together with various subsidiaries of the Partnership, have guaranteed the Series A Senior Notes (and will guarantee the Series B Senior Notes, once issued)",,"• Acquired the land for the future development of a 50,777 rentable square foot Federal courthouse in Flagstaff, Arizona (“JUD - Flagstaff”) with a 20-year non-cancelable lease that will commence once the development is complete",L000095017024088222_dea-ex99_1,https://www.sec.gov/Archives/edgar/data/1622194/000095017024088222/dea-ex99_1.htm,REJECTED: Easterly government office leases. Not a data-center lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P021,EXCLUDED,Cipher Mining Inc.,Google,,,2024-08-13,,,1700.0,"Growth: New Sites in Earlier Development Phases Bitcoin Adoption Grid Optimization Growth of AI/HPC Data Centers Securing 4 new North American sites with up to 1.7 GW of capacity at early development stages expected to energize 2027-2028 All sites have adequate access to consistent power, land, and fiber necessary to accommodate HPC All sites in areas with demand response programs enabling power t",,,,,,,,,,"Black Pearl Growth: Black Pearl Black pearl ~21.5 EH/s EstimatedHashrate(1) 300 MW Total Power Capacity Energization expected in 2Q 2025 Data center construction underway Steel erection, concrete foundations, and underground electrical progressing on schedule Design envisions 250 MW of air-cooled and 50 MW of liquid-cooled mining operations Assumes a PUE of ~1.06 and an efficiency of ~13.2 J/TH/s ",,,,,L000095017024095751_cifr-ex99_2,https://www.sec.gov/Archives/edgar/data/1819989/000095017024095751/cifr-ex99_2.htm,REJECTED: Cipher Q2 2024 update. Site pipeline only. No lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P022,EXCLUDED,"Easterly Government Properties, Inc.",,,,2025-02-25,,,,,20.0,"The first re-development project, located in Atlanta, Georgia, is currently under construction and, once complete, a 20-year lease with the U.S",1600.0,"As of December 31, 2024, the Company had total indebtedness of approximately $1.6 billion comprised of $274.6 million outstanding on its senior unsecured revolving credit facility, $100.0 million outstanding on its 2016 term loan facility, $174.5 million outstanding on its 2018 term loan facility, $900.0 million of senior unsecured notes, and $156.3 million of mortgage debt (excluding unamortized ",2500.0,"The property is located immediately west of Buckley SFB, which contributes an estimated $2.5 billion annually to the local economy and provides strategic and theater missile warning to the United States and its International Partners",,,,"Prepaid expenses and other assets . . . 39,256 . . . . 37,405",,"Received an investment grade issuer credit rating from Kroll Bond Rating Agency, LLC (“KBRA”) of BBB with Stable Outlook",,General Services Administration (GSA) is expected to commence for the beneficial use of the U.S,L000095017025026058_dea-ex99_1,https://www.sec.gov/Archives/edgar/data/1622194/000095017025026058/dea-ex99_1.htm,REJECTED: Easterly government office leases. Not a data-center lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P023,EXCLUDED,Bitfarms Ltd,,,,2025-03-27,,,142.0,"In addition, Stronghold has 142 MW of current Pennsylvania-New Jersey-Maryland Interconnection (“PJM”) import capacity with multiple studies underway to potentially increase the total import capacity by an additional 648 MW, bringing as much as 790 MW of incremental potential power beyond 2025",5.0,"The agreement includes a five-year lease in an industrialized area, including a 11,200 square feet warehouse with options to renew for a total of 17 years along with an option to purchase at fair market value throughout the lease",120.1,"Operations . . ● Increased Hashrate from 11.3 EH/s at September 30, 2024 to 12.8 EH/s at December 31, 2024, an increase of 13%, through the installation of approximately 13,000 more efficient Miners; . ● Earned 654 BTC at an average direct cost of $40,800 per BTC 2 or an average total cash cost of $60,800 per BTC 2 and held 1,285 BTC valued at approximately $120.1 million as of December 31, 2024; ",,,,Gross Mining profit Gross Profit adjusted to exclude: (i) non-Mining revenues; (ii) depreciation and amortization; (iii) purchase of electrical components and other expenses; (iv) electrician salaries and payroll taxes; and (v) sales tax recovery. ● To assess profitability after power costs in cryptocurrency production and other infrastructure costs,,"In January 2025, the Company completed the build out of the electrical infrastructure for the first 100 MW",,"The cost of developing the expanded 50 MW air-cooled warehouses, engineering and ancillary services for the 20 MW of hydro-cooling capacity, constructing the substation capable of accommodating the total energy requirement, and the installation of the high voltage lines totaled $27.5 million, excluding the cost of the power purchase agreement guarantees required by ANDE, the operator of Paraguay n",,"Country Energized capacity as. of March 26, 2025 Contracted capacity as. of March 26, 2025",L000101376225002979_ea023573301ex99-2_bitfarms,https://www.sec.gov/Archives/edgar/data/1812477/000101376225002979/ea023573301ex99-2_bitfarms.htm,REJECTED: Bitfarms results. Site lease for own mining and hosting of own miners. No data-center tenant lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P024,EXCLUDED,IRON MOUNTAIN INC,,,,2025-02-13,,,,,3.0,"Global Presence Mountaineers ~29k Customers Served 240,000+ Trusted by ~95% of Fortune 1000 Facilities ~1,350 IRON MOUNTAIN SNAPSHOT (NYSE: IRM) A global leader in storage and information management services with a total addressable market of $150 billion 2024 Revenue $6.1 billion +11% 3-Yr CAGR Countries Served 61 Note: All figures as of 12/31/24. *2024 WSJ Management Top 250 Annual Company Ranki",150000.0,"Global Presence Mountaineers ~29k Customers Served 240,000+ Trusted by ~95% of Fortune 1000 Facilities ~1,350 IRON MOUNTAIN SNAPSHOT (NYSE: IRM) A global leader in storage and information management services with a total addressable market of $150 billion 2024 Revenue $6.1 billion +11% 3-Yr CAGR Countries Served 61 Note: All figures as of 12/31/24. *2024 WSJ Management Top 250 Annual Company Ranki",500.0,"LY ➢ Global market leader in records and information management storage, both physical and digital ➢ Highly predictable revenue from storing and servicing more than 725 million cubic feet of physical volume globally ➢ Digital solutions business within Global RIM is ~$500 million annualized run rate and growing rapidly ➢ Proven revenue management strategy ➢ Very strong Adjusted EBITDA margin profil",,,,,,,,,L000102056925000035_finalq42024earningsprese,https://www.sec.gov/Archives/edgar/data/1020569/000102056925000035/finalq42024earningsprese.htm,REJECTED: Iron Mountain portfolio figures. No specific lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
